docid	position	length	mention	url
2018-08-25_00_Fossil	653	13	Denisova Cave	https://en.wikipedia.org/wiki/Denisova_Cave
2018-08-25_00_Fossil	1017	11	nuclear DNA	https://en.wikipedia.org/wiki/nuclear_DNA
2018-08-25_00_Fossil	1107	17	mitochondrial DNA	https://en.wikipedia.org/wiki/mitochondrial_DNA
2018-08-25_00_Fossil	1356	50	Max Planck Institute for Evolutionary Anthropology	https://en.wikipedia.org/wiki/Max_Planck_Institute_for_Evolutionary_Anthropology
2018-08-25_00_Fossil	1700	15	Johannes Krause	https://en.wikipedia.org/wiki/Johannes_Krause
2018-08-25_00_Fossil	1724	53	Max Planck Institute for the Science of Human History	https://en.wikipedia.org/wiki/Max_Planck_Institute_for_the_Science_of_Human_History
2018-08-25_00_Fossil	1781	4	Jena	https://en.wikipedia.org/wiki/Jena,_Germany
2018-08-25_00_Fossil	1837	12	Svante Pääbo	https://en.wikipedia.org/wiki/Svante_P%C3%A4%C3%A4bo
2018-08-30_00_Brisbane	101	8	Brisbane	https://en.wikipedia.org/wiki/Brisbane
2018-08-30_00_Brisbane	111	10	Queensland	https://en.wikipedia.org/wiki/Queensland
2018-08-30_00_Brisbane	123	9	Australia	https://en.wikipedia.org/wiki/Australia
2018-08-30_00_Brisbane	213	17	Queensland Police	https://en.wikipedia.org/wiki/Queensland_Police
2018-08-30_00_Brisbane	405	3	AUD	https://en.wikipedia.org/wiki/Australian_dollar
2018-08-30_00_Brisbane	909	11	Goondiwindi	https://en.wikipedia.org/wiki/Goondiwindi
2018-08-30_00_Brisbane	1488	35	Australian Broadcasting Corporation	https://en.wikipedia.org/wiki/Australian_Broadcasting_Corporation
2018-08-30_00_Brisbane	1528	12	The Guardian	https://en.wikipedia.org/wiki/The_Guardian
2018-08-30_00_Brisbane	1667	10	floodwater	https://en.wikipedia.org/wiki/floodwater
2018-08-30_00_Brisbane	1786	49	Department of Natural Resources, Mines and Energy	https://en.wikipedia.org/wiki/Department_of_Natural_Resources,_Mines_and_Energy
2018-09-04_00_Creativity	28	15	Fan Expo Canada	https://en.wikipedia.org/wiki/Fan_Expo_Canada
2018-09-04_00_Creativity	145	31	Metro Toronto Convention Centre	https://en.wikipedia.org/wiki/Metro_Toronto_Convention_Centre
2018-09-04_00_Creativity	393	21	2001: A Space Odyssey	https://en.wikipedia.org/wiki/2001:_A_Space_Odyssey
2018-09-04_00_Creativity	416	18	Back to the Future	https://en.wikipedia.org/wiki/Back_to_the_Future
2018-09-04_00_Creativity	436	22	Xena: Warrior Princess	https://en.wikipedia.org/wiki/Xena:_Warrior_Princess
2018-09-04_00_Creativity	464	29	Degrassi: The Next Generation	https://en.wikipedia.org/wiki/Degrassi:_The_Next_Generation
2018-09-04_00_Creativity	522	19	Star Trek Discovery	https://en.wikipedia.org/wiki/Star_Trek_Discovery
2018-09-04_00_Creativity	543	14	Adventure Time	https://en.wikipedia.org/wiki/Adventure_Time
2018-09-04_00_Creativity	559	15	Steven Universe	https://en.wikipedia.org/wiki/Steven_Universe
2018-09-04_00_Creativity	580	16	Grand Theft Auto	https://en.wikipedia.org/wiki/Grand_Theft_Auto
2018-09-04_00_Creativity	731	10	Doctor Who	https://en.wikipedia.org/wiki/Doctor_Who
2018-09-04_00_Creativity	831	7	Informa	https://en.wikipedia.org/wiki/Informa
2018-09-09_00_US	38	6	rapper	https://en.wikipedia.org/wiki/rapper
2018-09-09_00_US	45	10	Mac Miller	https://en.wikipedia.org/wiki/Mac_Miller
2018-09-09_00_US	97	19	San Fernando Valley	https://en.wikipedia.org/wiki/San_Fernando_Valley
2018-09-09_00_US	118	11	Los Angeles	https://en.wikipedia.org/wiki/Los_Angeles
2018-09-09_00_US	131	10	California	https://en.wikipedia.org/wiki/California
2018-09-09_00_US	143	13	United States	https://en.wikipedia.org/wiki/United_States
2018-09-09_00_US	218	3	TMZ	https://en.wikipedia.org/wiki/TMZ
2018-09-09_00_US	302	14	cardiac arrest	https://en.wikipedia.org/wiki/cardiac_arrest
2018-09-09_00_US	488	12	abused drugs	https://en.wikipedia.org/wiki/drug_abuse
2018-09-09_00_US	566	13	Ariana Grande	https://en.wikipedia.org/wiki/Ariana_Grande
2018-09-09_00_US	711	10	Pittsburgh	https://en.wikipedia.org/wiki/Pittsburgh
2018-09-09_00_US	723	12	Pennsylvania	https://en.wikipedia.org/wiki/Pennsylvania
2018-09-09_00_US	803	7	mixtape	https://en.wikipedia.org/wiki/mixtape
2018-09-11_00_Russians	67	8	Russians	https://en.wikipedia.org/wiki/Russia
2018-09-11_00_Russians	384	8	OVD-Info	https://en.wikipedia.org/wiki/ru:%D0%9E%D0%92%D0%94-%D0%98%D0%BD%D1%84%D0%BE
2018-09-11_00_Russians	445	13	St Petersburg	https://en.wikipedia.org/wiki/St_Petersburg
2018-09-11_00_Russians	474	13	Yekaterinburg	https://en.wikipedia.org/wiki/Yekaterinburg
2018-09-11_00_Russians	495	9	Krasnodar	https://en.wikipedia.org/wiki/Krasnodar
2018-09-11_00_Russians	517	6	Moscow	https://en.wikipedia.org/wiki/Moscow
2018-09-11_00_Russians	528	4	Omsk	https://en.wikipedia.org/wiki/Omsk
2018-09-11_00_Russians	540	4	Perm	https://en.wikipedia.org/wiki/Perm
2018-09-11_00_Russians	552	5	Kazan	https://en.wikipedia.org/wiki/Kazan
2018-09-11_00_Russians	565	4	Tver	https://en.wikipedia.org/wiki/Tver
2018-09-11_00_Russians	577	3	Ufa	https://en.wikipedia.org/wiki/Ufa
2018-09-11_00_Russians	588	9	Habarovsk	https://en.wikipedia.org/wiki/Habarovsk
2018-09-11_00_Russians	610	5	Tomsk	https://en.wikipedia.org/wiki/Tomsk
2018-09-11_00_Russians	620	8	Belgorod	https://en.wikipedia.org/wiki/Belgorod
2018-09-11_00_Russians	641	11	Chelyabinsk	https://en.wikipedia.org/wiki/Chelyabinsk
2018-09-11_00_Russians	657	7	Lipetsk	https://en.wikipedia.org/wiki/Lipetsk
2018-09-11_00_Russians	672	11	Novosibirsk	https://en.wikipedia.org/wiki/Novosibirsk
2018-09-11_00_Russians	747	14	Pushkin Square	https://en.wikipedia.org/wiki/Pushkin_Square
2018-09-11_00_Russians	772	10	local time	https://en.wikipedia.org/wiki/UTC%2B3
2018-09-11_00_Russians	848	7	Kremlin	https://en.wikipedia.org/wiki/Kremlin
2018-09-11_00_Russians	1205	14	Vladimir Putin	https://en.wikipedia.org/wiki/Vladimir_Putin
2018-09-20_00_NASA	95	9	arXiv.org	https://en.wikipedia.org/wiki/arXiv.org
2018-09-20_00_NASA	190	45	National Aeronautics and Space Administration	https://en.wikipedia.org/wiki/NASA
2018-09-20_00_NASA	247	37	Transiting Exoplanet Survey Satellite	https://en.wikipedia.org/wiki/Transiting_Exoplanet_Survey_Satellite
2018-09-20_00_NASA	305	9	exoplanet	https://en.wikipedia.org/wiki/Exoplanets
2018-09-20_00_NASA	336	11	Pi Mensae c	https://en.wikipedia.org/wiki/Pi_Mensae_c
2018-09-20_00_NASA	1326	21	University of Florida	https://en.wikipedia.org/wiki/University_of_Florida
2018-09-20_00_NASA	1387	12	40 Eriadni A	https://en.wikipedia.org/wiki/40_Eriadni_A
2018-09-20_00_NASA	1442	9	Star Trek	https://en.wikipedia.org/wiki/Star_Trek
2018-09-20_00_NASA	1489	7	Vulcans	https://en.wikipedia.org/wiki/Vulcan_(Star_Trek)
2018-09-20_00_NASA	1502	9	Mr. Spock	https://en.wikipedia.org/wiki/Mr._Spock
2018-09-26_00_Study	105	35	Earth and Planetary Science Letters	https://en.wikipedia.org/wiki/Earth_and_Planetary_Science_Letters
2018-09-26_00_Study	187	16	Brown University	https://en.wikipedia.org/wiki/Brown_University
2018-09-26_00_Study	211	13	United States	https://en.wikipedia.org/wiki/United_States
2018-09-26_00_Study	241	4	Mars	https://en.wikipedia.org/wiki/Mars
2018-09-26_00_Study	1121	15	Noachian period	https://en.wikipedia.org/wiki/Noachian_period
2018-09-26_00_Study	1166	10	radiolysis	https://en.wikipedia.org/wiki/radiolysis
2018-09-26_00_Study	1520	20	millimoles per liter	https://en.wikipedia.org/wiki/molar_(unit)
2018-09-26_00_Study	1801	4	NASA	https://en.wikipedia.org/wiki/NASA
2018-09-26_00_Study	1808	18	Odyssey spacecraft	https://en.wikipedia.org/wiki/Odyssey_spacecraft
2018-09-26_00_Study	2382	44	subsurface lithotrophic microbial ecosystems	https://en.wikipedia.org/wiki/subsurface_lithotrophic_microbial_ecosystems
2018-09-26_00_Study	2739	10	Mars Rover	https://en.wikipedia.org/wiki/Mars_Rover
2018-09-29_00_Airplane	90	4	Weno	https://en.wikipedia.org/wiki/Weno
2018-09-29_00_Airplane	105	11	Chuuk state	https://en.wikipedia.org/wiki/Chuuk_state
2018-09-29_00_Airplane	124	30	Federated States of Micronesia	https://en.wikipedia.org/wiki/Federated_States_of_Micronesia
2018-09-29_00_Airplane	156	7	Oceania	https://en.wikipedia.org/wiki/Oceania
2018-09-29_00_Airplane	194	10	Boeing 737	https://en.wikipedia.org/wiki/Boeing_737
2018-09-29_00_Airplane	205	3	800	https://en.wikipedia.org/wiki/Boeing_737-800
2018-09-29_00_Airplane	222	11	Air Niugini	https://en.wikipedia.org/wiki/Air_Niugini
2018-09-29_00_Airplane	486	41	Jet Airliner Crash Data Evaluation Centre	https://en.wikipedia.org/wiki/Jet_Airliner_Crash_Data_Evaluation_Centre
2018-09-29_00_Airplane	846	1	m	https://en.wikipedia.org/wiki/metre
2018-09-29_00_Airplane	875	4	feet	https://en.wikipedia.org/wiki/foot_(unit)
2018-09-29_00_Airplane	1057	12	The Guardian	https://en.wikipedia.org/wiki/The_Guardian
2018-09-29_00_Airplane	1615	8	ABC News	https://en.wikipedia.org/wiki/Australian_Broadcasting_Corporation
2018-09-29_00_Airplane	1670	7	Pohnpei	https://en.wikipedia.org/wiki/Pohnpei
2018-09-29_00_Airplane	1737	12	Port Moresby	https://en.wikipedia.org/wiki/Port_Moresby
2018-09-29_00_Airplane	1753	16	Papua New Guinea	https://en.wikipedia.org/wiki/Papua_New_Guinea
2018-10-10_00_UN	33	41	Intergovernmental Panel on Climate Change	https://en.wikipedia.org/wiki/Intergovernmental_Panel_on_Climate_Change
2018-10-10_00_UN	85	14	United Nations	https://en.wikipedia.org/wiki/United_Nations
2018-10-10_00_UN	127	41	Special Report on Global Warming of 1.5ºC	https://en.wikipedia.org/wiki/Special_Report_on_Global_Warming_of_1.5%C2%BAC
2018-10-10_00_UN	220	7	Incheon	https://en.wikipedia.org/wiki/Incheon
2018-10-10_00_UN	229	11	South Korea	https://en.wikipedia.org/wiki/South_Korea
2018-10-10_00_UN	327	17	planetary warming	https://en.wikipedia.org/wiki/Climate_change
2018-10-10_00_UN	352	1	C	https://en.wikipedia.org/wiki/Celsius
2018-10-10_00_UN	359	1	F	https://en.wikipedia.org/wiki/Fahrenheit
2018-10-10_00_UN	441	9	sea level	https://en.wikipedia.org/wiki/sea_level
2018-10-10_00_UN	480	15	extreme weather	https://en.wikipedia.org/wiki/extreme_weather
2018-10-10_00_UN	648	15	Paris Agreement	https://en.wikipedia.org/wiki/Paris_Agreement
2018-10-10_00_UN	938	9	New Delhi	https://en.wikipedia.org/wiki/New_Delhi
2018-10-10_00_UN	954	34	Centre for Science and Environment	https://en.wikipedia.org/wiki/Centre_for_Science_and_Environment
2018-10-10_00_UN	1170	5	India	https://en.wikipedia.org/wiki/India
2018-10-10_00_UN	1524	11	coral reefs	https://en.wikipedia.org/wiki/Environmental_issues_with_coral_reefs
2018-10-10_00_UN	1636	10	mitigation	https://en.wikipedia.org/wiki/Climate_change_mitigation
2018-10-12_00_Manned	26	5	Soyuz	https://en.wikipedia.org/wiki/Soyuz_programme
2018-10-12_00_Manned	32	5	MS-10	https://en.wikipedia.org/wiki/Soyuz_MS-10
2018-10-12_00_Manned	48	7	Russian	https://en.wikipedia.org/wiki/Russia
2018-10-12_00_Manned	84	27	International Space Station	https://en.wikipedia.org/wiki/International_Space_Station
2018-10-12_00_Manned	279	16	Aleksey Ovchinin	https://en.wikipedia.org/wiki/Aleksey_Ovchinin
2018-10-12_00_Manned	324	10	Nick Hague	https://en.wikipedia.org/wiki/Nick_Hague
2018-10-12_00_Manned	372	10	Kazakhstan	https://en.wikipedia.org/wiki/Kazakhstan
2018-10-12_00_Manned	425	19	Baikonur Cosmodrome	https://en.wikipedia.org/wiki/Baikonur_Cosmodrome
2018-10-12_00_Manned	485	3	UTC	https://en.wikipedia.org/wiki/UTC
2018-10-12_00_Manned	559	12	Soyuz rocket	https://en.wikipedia.org/wiki/Soyuz-FG
2018-10-12_00_Manned	731	13	Soyuz capsule	https://en.wikipedia.org/wiki/Soyuz_MS
2018-10-12_00_Manned	1055	9	Jezkazgan	https://en.wikipedia.org/wiki/Jezkazgan
2018-10-12_00_Manned	1205	8	Baikonur	https://en.wikipedia.org/wiki/Baikonur
2018-10-12_00_Manned	1520	11	Soyuz MS-09	https://en.wikipedia.org/wiki/Soyuz_MS-09
2018-10-12_00_Manned	1836	9	Roscosmos	https://en.wikipedia.org/wiki/Roscosmos
2018-10-12_00_Manned	1846	14	Dmitry Rogozin	https://en.wikipedia.org/wiki/Dmitry_Rogozin
2018-10-12_00_Manned	1861	7	tweeted	https://en.wikipedia.org/wiki/Twitter
2018-10-12_00_Manned	2204	13	Expedition 57	https://en.wikipedia.org/wiki/Expedition_57
2018-10-12_00_Manned	2236	15	low Earth orbit	https://en.wikipedia.org/wiki/low_Earth_orbit
2018-10-12_00_Manned	2360	11	Soyuz MS-11	https://en.wikipedia.org/wiki/Soyuz_MS-11
2018-10-18_00_U	28	13	United States	https://en.wikipedia.org/wiki/United_States
2018-10-18_00_U	50	16	Elizabeth Warren	https://en.wikipedia.org/wiki/Elizabeth_Warren
2018-10-18_00_U	89	16	The Boston Globe	https://en.wikipedia.org/wiki/The_Boston_Globe
2018-10-18_00_U	235	15	Native American	https://en.wikipedia.org/wiki/Indigenous_peoples_of_the_Americas
2018-10-18_00_U	322	12	Donald Trump	https://en.wikipedia.org/wiki/Donald_Trump
2018-10-18_00_U	380	3	USD	https://en.wikipedia.org/wiki/United_States_dollar
2018-10-18_00_U	535	7	Twitter	https://en.wikipedia.org/wiki/Twitter
2018-10-18_00_U	1113	19	Stanford University	https://en.wikipedia.org/wiki/Stanford_University
2018-10-18_00_U	1163	20	Carlos D. Bustamante	https://en.wikipedia.org/wiki/Carlos_D._Bustamante
2018-10-18_00_U	1189	54	did not know whose sample he was analyzing at the time	https://en.wikipedia.org/wiki/blind_study
2018-10-18_00_U	1825	15	Cherokee Nation	https://en.wikipedia.org/wiki/Cherokee_Nation
2018-10-18_00_U	2097	10	Democratic	https://en.wikipedia.org/wiki/Democratic_Party_(United_States)
2018-10-18_00_U	2119	15	Steve Elmendorf	https://en.wikipedia.org/wiki/Steve_Elmendorf
2018-10-18_00_U	2265	26	University of Pennsylvania	https://en.wikipedia.org/wiki/University_of_Pennsylvania
2018-10-18_00_U	2350	18	Harvard University	https://en.wikipedia.org/wiki/Harvard_University
2018-10-18_00_U	2569	10	Pocahontas	https://en.wikipedia.org/wiki/Pocahontas
2018-10-18_00_U	2598	15	Powhatan Indian	https://en.wikipedia.org/wiki/Powhatan
2018-10-18_00_U	3913	17	Havasupai Indians	https://en.wikipedia.org/wiki/Havasupai_Indians
2018-10-18_00_U	3978	21	University of Arizona	https://en.wikipedia.org/wiki/University_of_Arizona
2018-10-18_00_U	4044	8	diabetes	https://en.wikipedia.org/wiki/diabetes
2018-10-18_00_U	4532	6	Mexico	https://en.wikipedia.org/wiki/Mexico
2018-10-18_00_U	4543	13	South America	https://en.wikipedia.org/wiki/South_America
2018-10-20_00_Israeli	45	7	Israeli	https://en.wikipedia.org/wiki/Israel
2018-10-20_00_Israeli	53	13	Supreme Court	https://en.wikipedia.org/wiki/Supreme_Court_of_Israel
2018-10-20_00_Israeli	113	21	University of Florida	https://en.wikipedia.org/wiki/University_of_Florida
2018-10-20_00_Israeli	276	18	Ben Gurion Airport	https://en.wikipedia.org/wiki/Ben_Gurion_Airport
2018-10-20_00_Israeli	385	11	Palestinian	https://en.wikipedia.org/wiki/Palestinian_Territories
2018-10-20_00_Israeli	557	30	Hebrew University of Jerusalem	https://en.wikipedia.org/wiki/Hebrew_University_of_Jerusalem
2018-10-20_00_Israeli	623	18	The New York Times	https://en.wikipedia.org/wiki/The_New_York_Times
2018-10-20_00_Israeli	706	33	Students for Justice in Palestine	https://en.wikipedia.org/wiki/Students_for_Justice_in_Palestine
2018-10-20_00_Israeli	846	34	boycott, divestment, and sanctions	https://en.wikipedia.org/wiki/Boycott,_Divestment,_and_Sanctions
2018-10-20_00_Israeli	986	6	Hebrew	https://en.wikipedia.org/wiki/Hebrew_language
2018-10-23_00_Train	184	5	train	https://en.wikipedia.org/wiki/Rail_transport
2018-10-23_00_Train	202	12	Yilan County	https://en.wikipedia.org/wiki/Yilan_County,_Taiwan
2018-10-23_00_Train	228	6	Taiwan	https://en.wikipedia.org/wiki/Taiwan
2018-10-23_00_Train	303	14	Puyuma express	https://en.wikipedia.org/wiki/Puyuma_express
2018-10-23_00_Train	532	6	Shulin	https://en.wikipedia.org/wiki/Shulin
2018-10-23_00_Train	543	7	Taitung	https://en.wikipedia.org/wiki/Taitung
2018-10-23_00_Train	625	16	Associated Press	https://en.wikipedia.org/wiki/Associated_Press
2018-10-23_00_Train	924	18	The New York Times	https://en.wikipedia.org/wiki/The_New_York_Times
2018-10-23_00_Train	990	17	United Daily News	https://en.wikipedia.org/wiki/United_Daily_News
2018-10-23_00_Train	1325	7	Alishan	https://en.wikipedia.org/wiki/Alishan,_Chiayi
2018-10-23_00_Train	1334	6	Chiayi	https://en.wikipedia.org/wiki/Chiayi_County
2018-10-23_00_Train	1437	6	Miaoli	https://en.wikipedia.org/wiki/Miaoli
2018-10-24_00_Jordan	45	11	Abdullah II	https://en.wikipedia.org/wiki/Abdullah_II_of_Jordan
2018-10-24_00_Jordan	60	6	Jordan	https://en.wikipedia.org/wiki/Jordan
2018-10-24_00_Jordan	103	6	Israel	https://en.wikipedia.org/wiki/Israel
2018-10-24_00_Jordan	200	31	1994 Israel–Jordan peace treaty	https://en.wikipedia.org/wiki/Israel%E2%80%93Jordan_peace_treaty
2018-10-24_00_Jordan	306	9	Naharayim	https://en.wikipedia.org/wiki/Naharayim
2018-10-24_00_Jordan	320	6	Tzofar	https://en.wikipedia.org/wiki/Tzofar
2018-10-24_00_Jordan	380	8	hectares	https://en.wikipedia.org/wiki/hectare
2018-10-24_00_Jordan	396	5	acres	https://en.wikipedia.org/wiki/acre
2018-10-24_00_Jordan	431	5	miles	https://en.wikipedia.org/wiki/mile
2018-10-24_00_Jordan	528	30	Central Arava Regional Council	https://en.wikipedia.org/wiki/Central_Arava_Regional_Council
2018-10-24_00_Jordan	730	5	Amman	https://en.wikipedia.org/wiki/Amman
2018-10-24_00_Jordan	915	18	Benjamin Netanyahu	https://en.wikipedia.org/wiki/Benjamin_Netanyahu
2018-10-29_00_Technology	37	2	US	https://en.wikipedia.org/wiki/United_States
2018-10-29_00_Technology	63	9	Microsoft	https://en.wikipedia.org/wiki/Microsoft
2018-10-29_00_Technology	152	6	GitHub	https://en.wikipedia.org/wiki/GitHub
2018-10-29_00_Technology	245	12	Nat Friedman	https://en.wikipedia.org/wiki/Nat_Friedman
2018-10-29_00_Technology	387	10	US dollars	https://en.wikipedia.org/wiki/United_States_dollar
2018-10-29_00_Technology	434	14	European Union	https://en.wikipedia.org/wiki/European_Union
2018-10-29_00_Technology	620	13	Satya Nadella	https://en.wikipedia.org/wiki/Satya_Nadella
2018-10-29_00_Technology	634	7	tweeted	https://en.wikipedia.org/wiki/Twitter
2018-10-29_00_Technology	1329	7	Xamarin	https://en.wikipedia.org/wiki/Xamarin
2018-10-29_00_Technology	1397	3	iOS	https://en.wikipedia.org/wiki/iOS
2018-10-29_00_Technology	1402	7	Android	https://en.wikipedia.org/wiki/Android_(OS)
2018-10-29_00_Technology	1414	13	Windows phone	https://en.wikipedia.org/wiki/Windows_phone
2018-10-29_00_Technology	1456	2	C#	https://en.wikipedia.org/wiki/C_Sharp_(programming_language)
2018-10-29_00_Technology	1459	20	programming language	https://en.wikipedia.org/wiki/programming_language
2018-10-29_00_Technology	1652	6	Airbnb	https://en.wikipedia.org/wiki/Airbnb
2018-10-29_00_Technology	1660	5	Apple	https://en.wikipedia.org/wiki/Apple_Inc.
2018-10-29_00_Technology	1667	6	Google	https://en.wikipedia.org/wiki/Google
2018-10-29_00_Technology	1675	8	Facebook	https://en.wikipedia.org/wiki/Facebook
2018-10-29_00_Technology	1871	5	GNOME	https://en.wikipedia.org/wiki/GNOME
2018-10-29_00_Technology	1909	6	GitLab	https://en.wikipedia.org/wiki/GitLab
2018-10-30_00_22nd	92	11	ILGA-Europe	https://en.wikipedia.org/wiki/ILGA-Europe
2018-10-30_00_22nd	211	7	Belgian	https://en.wikipedia.org/wiki/Belgium
2018-10-30_00_22nd	227	8	Brussels	https://en.wikipedia.org/wiki/Brussels
2018-10-30_00_22nd	363	6	Europe	https://en.wikipedia.org/wiki/Europe
2018-10-30_00_22nd	374	12	Central Asia	https://en.wikipedia.org/wiki/Central_Asia
2018-10-30_00_22nd	865	17	Alexander De Croo	https://en.wikipedia.org/wiki/Alexander_De_Croo
2018-10-30_00_22nd	902	1	€	https://en.wikipedia.org/wiki/Euro
2018-10-30_00_22nd	1429	8	intersex	https://en.wikipedia.org/wiki/intersex
2018-10-30_00_22nd	1465	7	Italian	https://en.wikipedia.org/wiki/Italy
2018-10-30_00_22nd	1756	5	Malta	https://en.wikipedia.org/wiki/Malta
2018-10-30_00_22nd	2251	22	Intersex Awareness Day	https://en.wikipedia.org/wiki/Intersex_Awareness_Day
2018-10-30_00_22nd	2344	9	Bulgarian	https://en.wikipedia.org/wiki/Bulgaria
2018-10-30_00_22nd	2362	5	Sofia	https://en.wikipedia.org/wiki/Sofia
2018-10-30_01_In	94	6	Taiwan	https://en.wikipedia.org/wiki/Taiwan
2018-10-30_01_In	111	6	Taipei	https://en.wikipedia.org/wiki/Taipei
2018-10-30_01_In	194	4	LGBT	https://en.wikipedia.org/wiki/LGBT
2018-10-30_01_In	304	4	Asia	https://en.wikipedia.org/wiki/Asia
2018-10-30_01_In	436	12	Chi Chia-wei	https://en.wikipedia.org/wiki/Chi_Chia-wei
2018-10-30_01_In	621	12	Tsai Ing-wen	https://en.wikipedia.org/wiki/Tsai_Ing-wen
2018-10-30_01_In	1005	8	catholic	https://en.wikipedia.org/wiki/catholic
2018-10-30_02_Football	38	12	FC Barcelona	https://en.wikipedia.org/wiki/FC_Barcelona
2018-10-30_02_Football	60	7	Spanish	https://en.wikipedia.org/wiki/Spain
2018-10-30_02_Football	68	7	capital	https://en.wikipedia.org/wiki/Madrid
2018-10-30_02_Football	76	8	football	https://en.wikipedia.org/wiki/Association_football
2018-10-30_02_Football	90	11	Real Madrid	https://en.wikipedia.org/wiki/Real_Madrid
2018-10-30_02_Football	120	6	LaLiga	https://en.wikipedia.org/wiki/La_Liga
2018-10-30_02_Football	134	8	Camp Nou	https://en.wikipedia.org/wiki/Camp_Nou
2018-10-30_02_Football	171	17	Philippe Coutinho	https://en.wikipedia.org/wiki/Philippe_Coutinho
2018-10-30_02_Football	193	12	Arturo Vidal	https://en.wikipedia.org/wiki/Arturo_Vidal
2018-10-30_02_Football	225	11	Luis Suárez	https://en.wikipedia.org/wiki/Luis_Su%C3%A1rez
2018-10-30_02_Football	273	7	Catalan	https://en.wikipedia.org/wiki/Catalonia
2018-10-30_02_Football	344	15	Sergio Busquets	https://en.wikipedia.org/wiki/Sergio_Busquets
2018-10-30_02_Football	405	12	Sergio Ramos	https://en.wikipedia.org/wiki/Sergio_Ramos
2018-10-30_02_Football	475	12	Lionel Messi	https://en.wikipedia.org/wiki/Lionel_Messi
2018-10-30_02_Football	588	9	Brazilian	https://en.wikipedia.org/wiki/Brazil
2018-10-30_02_Football	669	10	Jordi Alba	https://en.wikipedia.org/wiki/Jordi_Alba
2018-10-30_02_Football	702	11	Luka Modrić	https://en.wikipedia.org/wiki/Luka_Modri%C4%87
2018-10-30_02_Football	723	11	Gareth Bale	https://en.wikipedia.org/wiki/Gareth_Bale
2018-10-30_02_Football	816	21	Marc-André ter Stegen	https://en.wikipedia.org/wiki/Marc-Andr%C3%A9_ter_Stegen
2018-10-30_02_Football	860	10	Toni Kroos	https://en.wikipedia.org/wiki/Toni_Kroos
2018-10-30_02_Football	896	14	Marcelo Vieira	https://en.wikipedia.org/wiki/Marcelo_(footballer,_born_1988)
2018-10-30_02_Football	966	14	Raphaël Varane	https://en.wikipedia.org/wiki/Rapha%C3%ABl_Varane
2018-10-30_02_Football	1207	16	Thibaut Courtois	https://en.wikipedia.org/wiki/Thibaut_Courtois
2018-10-30_02_Football	1393	12	Ivan Rakitić	https://en.wikipedia.org/wiki/Ivan_Rakiti%C4%87
2018-10-30_02_Football	1467	5	Nacho	https://en.wikipedia.org/wiki/Nacho_Fern%C3%A1ndez
2018-10-30_02_Football	1587	13	Lucas Vázquez	https://en.wikipedia.org/wiki/Lucas_V%C3%A1zquez
2018-10-30_02_Football	1851	7	Rafinha	https://en.wikipedia.org/wiki/Rafael_Alc%C3%A2ntara
2018-10-30_02_Football	1883	13	Nélson Semedo	https://en.wikipedia.org/wiki/N%C3%A9lson_Semedo
2018-10-30_02_Football	1922	15	Ousmane Dembélé	https://en.wikipedia.org/wiki/Ousmane_Demb%C3%A9l%C3%A9
2018-10-30_02_Football	1978	13	Sergi Roberto	https://en.wikipedia.org/wiki/Sergi_Roberto
2018-10-30_02_Football	2016	9	Uruguayan	https://en.wikipedia.org/wiki/Uruguay
2018-10-31_00_Syria	55	14	archaeologists	https://en.wikipedia.org/wiki/Archaeology
2018-10-31_00_Syria	121	5	Syria	https://en.wikipedia.org/wiki/Syria
2018-10-31_00_Syria	129	27	National Museum of Damascus	https://en.wikipedia.org/wiki/National_Museum_of_Damascus
2018-10-31_00_Syria	464	7	Palmyra	https://en.wikipedia.org/wiki/Palmyra
2018-10-31_00_Syria	754	8	Damascus	https://en.wikipedia.org/wiki/Damascus
2018-10-31_00_Syria	1090	6	UNESCO	https://en.wikipedia.org/wiki/UNESCO
2018-10-31_00_Syria	1097	19	World Heritage Site	https://en.wikipedia.org/wiki/UNESCO_World_Heritage_Site
2018-10-31_00_Syria	1136	13	Islamic State	https://en.wikipedia.org/wiki/Islamic_State_of_Iraq_and_the_Levant
2018-10-31_00_Syria	1463	6	Russia	https://en.wikipedia.org/wiki/Russia
2018-10-31_00_Syria	1471	6	France	https://en.wikipedia.org/wiki/France
2018-10-31_00_Syria	1479	7	Germany	https://en.wikipedia.org/wiki/Germany
2018-10-31_00_Syria	1491	6	Turkey	https://en.wikipedia.org/wiki/Turkey
2018-10-31_00_Syria	1505	8	Istanbul	https://en.wikipedia.org/wiki/Istanbul
2018-10-31_00_Syria	1551	14	United Nations	https://en.wikipedia.org/wiki/United_Nations
2018-11-03_00_Pakistan	46	23	Pakistani Supreme Court	https://en.wikipedia.org/wiki/Supreme_Court_of_Pakistan
2018-11-03_00_Pakistan	129	9	Christian	https://en.wikipedia.org/wiki/Christianity
2018-11-03_00_Pakistan	160	5	death	https://en.wikipedia.org/wiki/Death_penalty
2018-11-03_00_Pakistan	363	16	Mian Saqib Nisar	https://en.wikipedia.org/wiki/Mian_Saqib_Nisar
2018-11-03_00_Pakistan	843	6	Muslim	https://en.wikipedia.org/wiki/Islam
2018-11-03_00_Pakistan	897	8	Mohammed	https://en.wikipedia.org/wiki/Mohammed
2018-11-03_00_Pakistan	944	19	Pakistan Penal Code	https://en.wikipedia.org/wiki/Pakistan_Penal_Code
