,Transferability Metric,Source Dataset,Transferability Metric Score,Test Mean IoU,Target Dataset
1298,logme,city,0.714596152305603,0.13296067714691162,scannet
1299,logme,idd,0.7167438268661499,0.13427282869815824,scannet
1300,logme,bdd,0.6907037496566772,0.13256442546844482,scannet
1301,logme,coco,0.8399022817611694,0.2238691598176956,scannet
1302,logme,ade,0.7777566909790039,0.18784499168396,scannet
1303,logme,kitti,0.7082993388175964,0.13729262351989746,scannet
1304,logme,vkitti2,0.7141815423965454,0.13427439332008362,scannet
1305,logme,pcontext,0.7424414157867432,0.14731533825397491,scannet
1306,logme,pvoc,0.6994264721870422,0.1398753821849823,scannet
1307,logme,vgallery,0.6926191449165344,0.13483598828315735,scannet
1308,logme,sunrgbd,0.7966285347938538,0.2443950921297073,scannet
1309,logme,isprs,0.6814450621604919,0.11764591932296753,scannet
1310,logme,suim,0.6872849464416504,0.13519951701164246,scannet
1311,logme,isaid,0.6965163350105286,0.1343507468700409,scannet
1312,logme,camvid,0.06719538569450377,0.5042344331741333,suim
1313,logme,mapillary,0.08706261962652206,0.5001450181007385,suim
1314,logme,city,0.06693915277719498,0.5079548358917236,suim
1315,logme,idd,0.08743938058614731,0.5263171195983887,suim
1316,logme,bdd,0.0677928477525711,0.51978600025177,suim
1317,logme,coco,0.150508850812912,0.5499356985092163,suim
1318,logme,ade,0.09209827333688736,0.5315997600555421,suim
1319,logme,kitti,0.06705563515424727,0.5226122140884399,suim
1320,logme,vkitti2,0.070627860724926,0.5284412503242493,suim
1321,logme,pcontext,0.11833851039409635,0.5260260105133057,suim
1322,logme,pvoc,0.07765001058578491,0.5354160070419312,suim
1323,logme,vgallery,0.05402689799666405,0.5112492442131042,suim
1324,logme,sunrgbd,0.051651664078235626,0.4881995022296906,suim
1325,logme,isprs,0.02679571136832237,0.4729554951190949,suim
1326,logme,isaid,0.07428991794586183,0.5341091752052307,suim
1327,logme,scannet,0.05245738849043846,0.4776470065116882,suim
1328,logme,camvid,0.4786671996116638,0.5628300905227661,vkitti2
1329,logme,mapillary,0.6380244493484497,0.5690399408340454,vkitti2
1330,logme,city,0.5573254227638245,0.5642663836479187,vkitti2
1331,logme,idd,0.5509564280509949,0.5647382140159607,vkitti2
1332,logme,bdd,0.5598085522651672,0.5633907914161682,vkitti2
1333,logme,coco,0.549980103969574,0.5554596781730652,vkitti2
1334,logme,ade,0.5438463687896729,0.5583362579345703,vkitti2
1335,logme,kitti,0.5119344592094421,0.5572342872619629,vkitti2
1336,logme,pcontext,0.5280681252479553,0.550104558467865,vkitti2
1337,logme,pvoc,0.4461577534675598,0.5499657988548279,vkitti2
1338,logme,vgallery,0.4748680889606476,0.5599456429481506,vkitti2
1339,logme,sunrgbd,0.4058571755886078,0.5493016242980957,vkitti2
1340,logme,isprs,0.3899165689945221,0.5381138920783997,vkitti2
1341,logme,suim,0.4083144962787628,0.5539441108703613,vkitti2
1342,logme,isaid,0.4199820160865784,0.5564932227134705,vkitti2
1343,logme,scannet,0.394260972738266,0.5458134412765503,vkitti2
1344,logme,camvid,0.4204902648925781,0.7796114087104797,vgallery
1345,logme,mapillary,0.4674527943134308,0.7825044393539429,vgallery
1346,logme,city,0.41421809792518616,0.7756106853485107,vgallery
1347,logme,idd,0.4716282486915589,0.7802566289901733,vgallery
1348,logme,bdd,0.41718918085098267,0.772309422492981,vgallery
1349,logme,coco,0.5382373929023743,0.7805051803588867,vgallery
1350,logme,ade,0.5849655866622925,0.7795850038528442,vgallery
1351,logme,kitti,0.461988240480423,0.7769100069999695,vgallery
1352,logme,vkitti2,0.47439721226692205,0.7770513296127319,vgallery
1353,logme,pcontext,0.4829626083374024,0.777569055557251,vgallery
1354,logme,pvoc,0.4186806678771973,0.7717735767364502,vgallery
1355,logme,sunrgbd,0.4502494633197784,0.7795549631118774,vgallery
1356,logme,isprs,0.3463627398014069,0.7636131644248962,vgallery
1357,logme,suim,0.3847775757312775,0.7694535851478577,vgallery
1358,logme,isaid,0.3973953127861023,0.7764548063278198,vgallery
1359,logme,scannet,0.4357779622077942,0.7724939584732056,vgallery
