LigandId,DockingScore,Smiles,dG,dGError
8420,-8.281,Cc1cc(Nc2cc(NC(=O)c3ccccc3C)ccn2)nc(NC2CC2)n1,-0.324,0.502
8421,-8.779,Cc1cc(C)nc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)c1,4.541,0.48
8422,-10.168,Nc1ccc(C(=O)Nc2cc(Nc3cc(CO)ccn3)ncc2F)c(Cl)c1,-8.171,0.477
8423,-9.913,Nc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)NCc3ccccc3)ncc2F)c1,-10.335,0.498
8424,-8.248,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cc(C)nc(C)n2)c1,15.274,0.493
8425,-8.85,Cc1cc(C)nc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)c1,-0.223,0.481
8426,-9.644,Cc1ccnc(Nc2cc(NC(=O)c3cc(O)ccc3Cl)c(F)cn2)c1,-6.432,0.464
8427,-9.411,O=C(Nc1cc(NC(=O)C2CCCO2)ncc1F)c1c(F)cccc1Br,-1.802,0.467
8428,-8.67,Cc1ccnc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,5.359,0.473
8429,-8.076,COc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cc(C)nc(C)n2)c1,13.577,0.497
8430,-8.337,Cc1cnc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)o1,-0.075,0.457
8431,-9.471,Cc1cccc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)n1,13.428,0.497
8432,-9.117,CCc1nc(C)cc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)n1,11.842,0.496
8433,-8.005,COc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cc(C)cc(C)n2)c1,22.567,0.496
8434,-8.861,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)NC(C)C)ncc1F,2.091,0.476
8435,-9.071,Cc1ccc(O)cc1C(=O)Nc1ccnc(NC(=O)NC2CC2)c1,4.931,0.462
8436,-8.666,Cc1cc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc(C)n1,-1.614,0.482
8437,-8.979,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2OC)c(F)cn1,-0.769,0.463
8438,-9.272,COCC(=O)Nc1cc(NC(=O)c2c(C)cccc2Cl)c(F)cn1,2.526,0.454
8439,-9.272,CCn1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)cn1,1.678,0.477
8440,-9.47,CNc1nc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)cc(C(C)C)n1,-3.974,0.517
8441,-8.818,Nc1cccc(Cl)c1C(=O)Nc1cc(Nc2ccc(CO)cn2)ncc1F,-0.802,0.48
8442,-8.872,CNc1nc(C)cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,1.638,0.484
8443,-8.817,COc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CC(C)C)ncc1F,9.358,0.483
8444,-9.412,Cc1nccc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)n1,9.362,0.493
8445,-8.398,Cc1cc(Nc2cc(NC(=O)c3c(F)ccc(F)c3Cl)ccn2)n(C)n1,-6.047,0.471
8446,-9.565,N#CCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,-0.647,0.449
8447,-9.869,Nc1cccc(C(=O)Nc2cc(Nc3cc(CO)ccn3)ncc2F)c1Cl,-2.939,0.477
8448,-8.673,CNc1nc(C)cc(Nc2cc(NC(=O)c3ccc(C)cc3Cl)ccn2)n1,3.847,0.493
8449,-9.873,O=C(Cc1ccccc1)Nc1cc(NC(=O)c2cc(O)ccc2Cl)c(F)cn1,-2.533,0.484
8450,-9.115,Cc1cnc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)cn1,12.537,0.494
8451,-8.294,CCc1nc(C)cc(Nc2cc(NC(=O)c3cc(Cl)ccc3N)ccn2)n1,13.322,0.493
8452,-9.32,COc1ccc(Cl)c(C(=O)Nc2cc(Nc3cc(C)ccn3)ncc2F)c1,-5.588,0.48
8453,-8.674,COc1ccnc(Nc2cc(NC(=O)c3c(C)cccc3Cl)c(F)cn2)c1,5.874,0.478
8454,-8.674,Cc1cc(Nc2cc(NC(=O)c3ccc(Cl)cc3C)ccn2)nc(CO)n1,3.49,0.497
8455,-8.2,Cc1cccc(N)c1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,17.521,0.461
8456,-9.921,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CC#N)ncc1F,0.792,0.45
8457,-8.479,CNc1nc(C)cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,5.342,0.489
8458,-8.447,CNc1nc(C)cc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)n1,7.419,0.493
8459,-9.805,O=C(Nc1cc(NC(=O)c2c(F)ccc(F)c2Cl)c(F)cn1)NC1CC(O)C1,-2.291,0.479
8460,-8.921,CCn1cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)cn1,11.102,0.477
8461,-8.331,COc1cc(Cl)ccc1C(=O)Nc1ccnc(Nc2cn[nH]c2)c1,12.885,0.463
8462,-8.609,COc1nccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,-1.222,0.476
8463,-9.24,Nc1ccc(Cl)cc1C(=O)Nc1cc(Nc2cc(CO)ccn2)ncc1F,8.417,0.473
8464,-8.243,COc1nccc(Nc2cc(NC(=O)c3c(Cl)cccc3OC)c(F)cn2)n1,-4.202,0.49
8465,-9.067,Cn1ccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,0.128,0.463
8466,-9.229,Nc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)CSC(F)F)ncc1F,3.848,0.464
8467,-9.198,Cc1ccc(Cl)cc1C(=O)Nc1cc(Nc2cc(CO)ccn2)ncc1F,-0.972,0.477
8468,-9.42,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)C(CO)CO)ncc1F,8.735,0.472
8469,-8.648,Cc1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)nc(CO)n1,2.035,0.49
8470,-8.633,Cc1ccc(O)cc1C(=O)Nc1ccnc(NC(=O)CC2CC2)c1,5.922,0.464
8471,-8.804,CNc1nc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)cc(C(C)C)n1,-2.255,0.509
8472,-8.688,CCc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(N)n1,0.33,0.482
8473,-8.14,COc1ccc(C)c(C(=O)Nc2ccnc(NCC3CC3)c2)c1,25.305,0.448
8474,-9.015,CSCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2Br)c(F)cn1,8.419,0.46
8475,-8.247,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(=O)[nH]c(C)n3)c2)c(Cl)c1,9.832,0.487
8476,-8.194,Cc1cnc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)o1,0.977,0.457
8477,-8.402,Cc1ccc(C(=O)Nc2cc(NCC3CC3)ncc2F)c(Cl)c1,5.233,0.448
8478,-8.618,CCn1cc(Nc2cc(NC(=O)c3cc(Cl)ccc3N)ccn2)cn1,14.627,0.473
8479,-8.91,Cc1nc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)ccc1C#N,-4.708,0.484
8480,-8.472,COc1ccc(C(=O)Nc2ccnc(Nc3cc(C)cc(C)n3)c2)c(Cl)c1,11.025,0.499
8481,-8.46,O=C(CC1CC1)Nc1cc(NC(=O)c2ccc(O)cc2F)ccn1,4.59,0.456
8482,-9.236,Cc1cncc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)n1,11.942,0.494
8483,-8.697,CN(C)c1nccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,-1.688,0.49
8484,-8.305,CC1(C(=O)Nc2cc(NC(=O)c3cccc(O)c3F)c(F)cn2)CC1,12.406,0.462
8485,-8.502,Cc1cc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)nc(C)n1,-1.392,0.479
8486,-9.978,CNc1nc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)cc(C(C)C)n1,-5.236,0.515
8487,-8.81,Cc1cc(O)ccc1C(=O)Nc1ccnc(NC(=O)NC2CCC2)c1,5.75,0.471
8488,-8.695,CCc1nc(C)cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)n1,10.101,0.498
8489,-9.183,CCc1nc(C)cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)n1,-2.536,0.491
8490,-8.597,O=C(Nc1ccnc(Nc2cccc(=O)[nH]2)c1)c1cccc(O)c1Cl,0.172,0.463
8491,-8.528,CN(C)C(=O)c1cccc(Nc2cc(NC(=O)c3cccc(O)c3Cl)ccn2)n1,-4.219,0.506
8492,-8.524,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C4CC4)nc(N)n3)c2)c(C)c1,12.066,0.503
8493,-8.326,COc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,-3.338,0.467
8494,-9.288,Nc1nc(Nc2cc(NC(=O)c3c(F)ccc(F)c3Cl)c(F)cn2)cc(C2CC2)n1,-6.819,0.493
8495,-9.361,COc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)c1,20.023,0.497
8496,-9.752,CCNc1nc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)cc(C(C)C)n1,-6.276,0.534
8497,-8.02,Nc1cccc(C(=O)Nc2ccnc(Nc3cc(C(F)(F)F)[nH]n3)c2)c1Cl,-1.319,0.467
8498,-8.838,Cc1ccc(C)c(C(=O)Nc2ccnc(NC(=O)NC3CC(O)C3)c2)c1,11.215,0.479
8499,-8.569,Cc1c(N)cccc1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,17.349,0.463
8500,-8.474,CCc1nc(C)cc(Nc2cc(NC(=O)c3cc(Cl)ccc3C)ccn2)n1,8.101,0.49
8501,-8.967,Cc1ccnc(Nc2cc(NC(=O)c3c(C)cccc3Cl)c(F)cn2)n1,5.735,0.47
8502,-9.538,COCC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CO)cc2Cl)c(F)cn1,7.733,0.48
8503,-9.284,CN(C)c1cccc(Nc2cc(NC(=O)c3c(Cl)cc(CO)cc3Cl)c(F)cn2)n1,9.227,0.521
8504,-9.334,CCc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)nc(NC)n1,-4.484,0.499
8505,-9.154,COc1ccc(Cl)c(C(=O)Nc2cc(NC(=O)Cc3ccccc3)ncc2F)c1,-3.525,0.496
8506,-8.75,O=C(CC1CC1)Nc1cc(NC(=O)c2cc(O)ccc2F)ccn1,7.227,0.455
8507,-8.436,Cc1cc(Nc2cc(NC(=O)c3cccc(F)c3F)ccn2)nc(C2CC2)n1,-5.524,0.482
8508,-8.5,COc1ccc(C(=O)Nc2ccnc(Nc3cc(C)nc(C)n3)c2)c(Cl)c1,-0.182,0.494
8509,-9.043,CCc1nc(C)cc(Nc2cc(NC(=O)c3cccc(N)c3Cl)ccn2)n1,7.11,0.495
8510,-8.13,Cc1ccc(Cl)cc1C(=O)Nc1cc(NCC2CC2)ncc1F,8.345,0.443
8511,-8.775,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3Cl)ccn2)nc(C(F)(F)F)n1,-10.606,0.487
8512,-9.525,Cc1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)nc(CO)n1,-3.47,0.485
8513,-8.147,COc1ccc(Cl)cc1C(=O)Nc1ccnc(Nc2cc(C)cc(C)n2)c1,19.262,0.494
8514,-9.285,Cc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(C(C)O)cc3Cl)c(F)cn2)c1,17.343,0.507
8515,-8.916,COCC(=O)Nc1cc(NC(=O)c2c(Cl)cccc2OC)c(F)cn1,5.145,0.468
8516,-9.527,Cc1cccc(Cl)c1C(=O)Nc1cc(NC(=O)COCc2ccccc2)ncc1F,-0.921,0.51
8517,-9.728,Cc1nc(CO)cc(Nc2cc(NC(=O)c3c(Cl)cccc3Cl)c(F)cn2)n1,-13.528,0.487
8518,-8.772,CCn1cc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)cn1,3.226,0.473
8519,-8.204,Cc1nc(Nc2cc(NC(=O)c3ccc(F)cc3Cl)ccn2)cc(=O)[nH]1,0.235,0.477
8520,-8.954,CCc1cc(Nc2cc(NC(=O)c3ccc(O)cc3Cl)ccn2)nc(N2CCC2)n1,-5.694,0.52
8521,-8.793,Cc1ccnc(Nc2cc(NC(=O)c3cccc(N)c3Cl)c(F)cn2)c1,2.527,0.468
8522,-8.577,O=C(Nc1cc(Nc2ccncc2)ncc1F)c1cccc(F)c1F,1.322,0.451
8523,-8.992,CN(C)c1cccc(Nc2cc(NC(=O)c3cc(N)ccc3Cl)c(F)cn2)n1,-5.447,0.494
8524,-8.81,Cc1cnc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)o1,-4.993,0.451
8525,-9.305,Cc1cccc(Nc2cc(NC(=O)c3c(C)cccc3Cl)c(F)cn2)n1,4.439,0.473
8526,-8.812,CSCC(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1,-0.988,0.463
8527,-8.814,O=C(Nc1cc(Nc2cccc(=O)[nH]2)ncc1F)c1ccccc1Cl,-6.809,0.455
8528,-9.038,CC(C)NC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C(=O)N(C)C)cc2Cl)c(F)cn1,4.675,0.524
8529,-8.168,Cc1ccnc(Nc2cc(NC(=O)c3ccc(Cl)cc3N)c(F)cn2)c1,18.284,0.47
8530,-9.046,CCc1cc(Nc2cc(NC(=O)c3ccccc3Cl)ccn2)nc(N(C)CCO)n1,-9.285,0.522
8531,-8.035,COc1cccc(C(=O)Nc2ccnc(NC(=O)C(F)F)c2)c1C,11.698,0.464
8532,-10.491,Cc1cc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)nc(N(C)CCO)n1,-8.48,0.525
8533,-8.117,O=C(Nc1ccnc(Nc2ccncn2)c1)c1cc(F)ccc1F,4.211,0.441
8534,-8.035,Cc1ccc(C(=O)Nc2ccnc(Nc3ccncn3)c2)cc1,18.157,0.45
8535,-9.204,Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)CO)ncc2F)c(Cl)c1,7.863,0.458
8536,-8.818,Cc1ccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)nc1,3.819,0.469
8537,-10.555,Cc1cc(Cl)c(C(=O)Nc2cc(Nc3cccc(C(N)=O)n3)ncc2F)c(Cl)c1,1.762,0.501
8538,-8.002,COc1ccccc1C(=O)Nc1ccnc(Nc2cncc(CO)n2)c1,8.187,0.483
8539,-8.286,CC1(C(=O)Nc2cc(NC(=O)c3ccc(N)cc3F)c(F)cn2)CC1,3.159,0.459
8540,-8.992,CC(C)NC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)c(F)cn1,7.527,0.483
8541,-8.73,Cc1cccc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)c(F)cn2)n1,9.125,0.491
8542,-8.386,COc1ccnc(Nc2cc(NC(=O)c3cccc(Cl)c3)c(F)cn2)c1,11.715,0.472
8543,-9.296,O=C(Nc1cc(Nc2cncc(CO)n2)ncc1F)c1c(Cl)cc(Cl)cc1Cl,3.037,0.492
8544,-8.804,Cc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)c(F)cn2)n1,0.744,0.469
8545,-8.575,COCC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2)c(F)cn1,11.185,0.448
8546,-8.807,Nc1ccc(C(=O)Nc2cc(NC(=O)C3CCCO3)ncc2F)cc1,11.714,0.46
8547,-9.081,Cc1cccc(Cl)c1C(=O)Nc1cc(Nc2cccnn2)ncc1F,1.241,0.453
8548,-8.432,Cc1cncc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)c(F)cn2)n1,15.401,0.495
8549,-8.807,COCC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1,8.304,0.452
8550,-10.553,Cc1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)ccn2)nc(N(C)CCO)n1,-14.133,0.513
8551,-9.296,COc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2CC2CNC(C)=O)ncc1F,-9.165,0.509
8552,-9.903,CC(C)c1cc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)nc(N)n1,-11.882,0.492
8553,-8.578,O=C(Nc1cc(Nc2cnccn2)ncc1F)c1c(F)ccc(F)c1Cl,6.124,0.458
8554,-8.847,O=C(Nc1cc(Nc2ccc(CO)cn2)ncc1F)c1cc(Cl)ccc1Cl,-10.554,0.477
8555,-8.407,COc1ccc(F)cc1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,12.634,0.49
8556,-8.595,COc1cccc(C(=O)Nc2ccnc(NC(=O)NCc3ccccc3)c2)c1,10.285,0.498
8557,-8.137,CC1(C(=O)Nc2cc(NC(=O)c3cc(N)ccc3F)c(F)cn2)CC1,5.926,0.454
8558,-9.357,O=C(NCc1ccccc1)Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1,5.008,0.492
8559,-8.764,O=C(Nc1cc(NC(=O)C(CO)CO)ncc1F)c1cccc(Cl)c1F,13.866,0.464
8560,-8.842,COc1cccc(Cl)c1C(=O)Nc1cc(Nc2ncc(F)cc2F)ncc1F,12.04,0.485
8561,-8.138,CNC(=O)Nc1cc(NC(=O)c2cccc(OC)c2C)ccn1,6.558,0.463
8562,-10.051,Cc1cc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)ccn2)nc(NCCO)n1,-7.46,0.511
8563,-9.242,CCOC(=O)c1ccc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)nc1,-5.921,0.502
8564,-9.35,CC(C)CC(=O)Nc1cc(NC(=O)c2cc(N)ccc2Cl)c(F)cn1,-3.341,0.463
8565,-8.839,O=C(Nc1cc(NC(=O)C(CO)CO)ncc1F)c1cccc(Cl)c1,12.482,0.464
8566,-9.015,Cc1cccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,4.735,0.47
8567,-8.277,Cc1cnc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)c(F)cn2)cn1,17.159,0.496
8568,-9.348,O=C(Nc1cc(Nc2ccnc(CO)n2)ncc1F)c1cc(Cl)ccc1Cl,-9.04,0.482
8569,-9.344,Cc1cc(Nc2cc(NC(=O)c3c(C)cccc3Cl)ccn2)nc(NC(C)CO)n1,-7.446,0.52
8570,-9.017,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)c(F)cn1,5.889,0.477
8571,-8.454,O=C(Nc1ccnc(Nc2cccnn2)c1)c1c(F)cc(F)cc1F,-2.565,0.445
8572,-8.865,COc1cc(Cl)c(C(=O)Nc2cc(Nc3ccncn3)ncc2F)c(Cl)c1,3.056,0.483
8573,-8.743,CNC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2OC)c(F)cn1,-4.966,0.459
8574,-8.589,CCNC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2N)c(F)cn1,2.096,0.459
8575,-8.462,Nc1cc(Cl)ccc1C(=O)Nc1cc(NC(=O)Cc2ccccc2)ncc1F,17.561,0.488
8576,-8.029,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)C(C)C)c1,11.391,0.457
8577,-8.858,CC(=O)c1cc(Cl)c(C(=O)Nc2cc(NC(=O)NC(C)C)ncc2F)c(Cl)c1,15.125,0.502
8578,-8.2,Cc1cc(Nc2cc(NC(=O)c3cccc(N)c3C)ccn2)nc(Cl)n1,0.825,0.482
8579,-8.125,Cc1cc(Nc2cc(NC(=O)c3c(N)cccc3F)ccn2)nc(Cl)n1,4.905,0.468
8580,-8.468,COc1cccc(F)c1C(=O)Nc1ccnc(Nc2cc(C)ccn2)c1,7.191,0.471
8581,-9.223,Cc1cnc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)o1,-6.663,0.456
8582,-8.602,Cc1nccc(Nc2cc(NC(=O)c3c(Cl)cc(C=O)cc3Cl)c(F)cn2)n1,6.205,0.489
8583,-9.074,COc1cncc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)n1,-3.079,0.474
8584,-9.942,O=C(CCO)Nc1cc(NC(=O)c2cc(Cl)ccc2Cl)c(F)cn1,-2.355,0.452
8585,-8.13,Cc1ccc(C(=O)Nc2ccnc(Nc3cc(C)nc(C4CC4)n3)c2)cc1,15.13,0.496
8586,-8.853,COCC(=O)Nc1cc(NC(=O)c2ccc(Cl)cc2Cl)c(F)cn1,0.674,0.458
8587,-8.472,Cc1cc(Nc2cc(NC(=O)c3ccc(N)cc3)ccn2)nc(C2CC2)n1,2.245,0.487
8588,-9.066,CNC(=O)c1cccc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)c(F)cn2)n1,-4.981,0.502
8589,-9.23,COc1cc(Cl)c(C(=O)Nc2cc(Nc3cccc(N)n3)ncc2F)c(Cl)c1,6.073,0.497
8590,-8.023,COc1ccnc(Nc2cc(NC(=O)c3cccc(F)c3C)ccn2)c1,14.248,0.471
8591,-8.557,COc1cncc(Nc2cc(NC(=O)c3ccccc3Cl)c(F)cn2)n1,-0.285,0.472
8592,-9.231,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2cc(F)ccc2F)c(F)cn1,-5.245,0.473
8593,-9.251,C=Cc1cc(Cl)c(C(=O)Nc2cc(NC(=O)NC)ncc2F)c(Cl)c1,3.247,0.471
8594,-8.774,Cc1c(O)cccc1C(=O)Nc1cc(NC(=O)C2CCOC2)ncc1F,10.518,0.471
8595,-9.032,COc1ccnc(Nc2cc(NC(=O)c3c(Cl)cc(N)cc3Cl)c(F)cn2)c1,6.722,0.485
8596,-8.422,Cc1ccnc(Nc2cc(NC(=O)c3cc(Cl)ccc3N)c(F)cn2)c1,12.658,0.464
8597,-8.583,COc1ccc(Cl)cc1C(=O)Nc1cc(Nc2ccccn2)ncc1F,-4.918,0.472
8598,-9.078,CC(=O)Nc1cc(NC(=O)c2cc(O)ccc2Cl)c(F)cn1,2.858,0.442
8599,-10.248,NC(=O)c1cccc(Nc2cc(NC(=O)c3c(Cl)cccc3Br)c(F)cn2)n1,0.544,0.489
8600,-9.026,Cn1ccc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)c(F)cn2)n1,-6.252,0.456
8601,-8.871,Cc1cc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)nc(NC2CC2)n1,-6.821,0.509
8602,-9.051,O=C(Nc1cc(Nc2cccc(=O)[nH]2)ncc1F)c1c(F)cccc1Cl,-0.677,0.462
8603,-8.175,Nc1ccc(F)c(C(=O)Nc2ccnc(Nc3ccncc3)c2)c1,3.543,0.448
8604,-8.822,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C(C)=O)cc2Cl)c(F)cn1,13.201,0.492
8605,-8.822,COc1cccc(F)c1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,9.322,0.487
8606,-9.208,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2ccccc2F)c(F)cn1,-2.101,0.47
8607,-8.478,Cc1c(Cl)cccc1C(=O)Nc1cc(Nc2ccncn2)ncc1F,3.196,0.46
8608,-8.12,O=C(Nc1ccnc(Nc2cc(C3CC3)[nH]n2)c1)c1cc(F)ccc1F,-4.422,0.46
8609,-8.207,COC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C(C)=O)cc2Cl)c(F)cn1,7.156,0.48
8610,-8.578,Cc1cc(Nc2cc(NC(=O)c3c(F)cc(F)cc3F)ccn2)nc(C2CC2)n1,-7.002,0.494
8611,-8.792,CN(C)c1cccc(Nc2cc(NC(=O)c3c(N)cccc3Cl)c(F)cn2)n1,-1.373,0.493
8612,-8.792,CCNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(C(=O)N(C)C)cc2Cl)c(F)cn1,-1.419,0.516
8613,-8.428,COc1nccc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)c(F)cn2)n1,-6.133,0.482
8614,-9.326,CN(C)C(=O)c1cncc(Nc2cc(NC(=O)c3c(F)cccc3Cl)c(F)cn2)n1,-6.354,0.507
8615,-8.15,CCOC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2OC)c(F)cn1,2.494,0.467
8616,-10.102,O=C(Nc1cc(Nc2cccc(CO)n2)ncc1F)c1c(F)cccc1Cl,-6.153,0.472
8617,-9.33,Cc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)NC2CC(O)C2)ncc1F,2.951,0.485
8618,-8.739,CN(C)c1nccc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)c(F)cn2)n1,-10.408,0.49
8619,-8.833,CSCC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2F)c(F)cn1,10.109,0.455
8620,-8.777,CNC(=O)Nc1cc(NC(=O)c2cccc(Cl)c2C)c(F)cn1,-4.683,0.447
8621,-8.181,Cc1nc(Cl)cc(Nc2cc(NC(=O)c3cccc(N)c3C)ccn2)n1,7.262,0.477
8622,-8.587,COc1nccc(Nc2cc(NC(=O)c3cc(F)ccc3Cl)c(F)cn2)n1,-4.638,0.476
8623,-8.868,O=C(Nc1ccccn1)Nc1cc(NC(=O)c2cccc(F)c2)c(F)cn1,7.283,0.468
8624,-10.129,O=C(CCO)Nc1cc(NC(=O)c2cc(F)ccc2Cl)c(F)cn1,-5.271,0.45
8625,-8.451,CCC(=O)Nc1cc(NC(=O)c2c(C)cccc2OC)ccn1,15.63,0.459
8626,-9.02,COc1ccc(C(=O)Nc2cc(NC(=O)C3CC3C#N)ncc2F)c(C)c1,5.215,0.484
8627,-8.61,COC(=O)Nc1cc(NC(=O)c2c(Cl)cc(CF)cc2Cl)c(F)cn1,6.812,0.466
8628,-8.393,COc1c(Cl)cccc1C(=O)Nc1cc(NC(=O)CC(C)C)ncc1F,11.9,0.48
8629,-8.42,COc1cc(F)ccc1C(=O)Nc1ccnc(NC(=O)Cc2ccccc2)c1,20.08,0.491
8630,-8.586,CNC(=O)Nc1cc(NC(=O)c2c(C)cccc2OC)ccn1,4.66,0.452
8631,-8.393,O=C(Nc1ccnc(Nc2ncccn2)c1)c1ccc(F)cc1F,7.838,0.442
8632,-8.45,CN(C)c1nccc(Nc2cc(NC(=O)c3cc(Cl)ccc3Cl)c(F)cn2)n1,-7.042,0.497
8633,-9.257,CNC(=O)Nc1cc(NC(=O)c2c(Cl)cc(OC)cc2Cl)c(F)cn1,-1.085,0.467
8634,-8.271,Cc1ccc(C(=O)Nc2ccnc(NC(=O)Oc3ccccc3)c2)c(F)c1,6.78,0.48
8635,-8.421,COc1cc(Cl)ccc1C(=O)Nc1cc(Nc2ccccn2)ncc1F,-0.379,0.473
8636,-8.313,Cc1ccc(F)cc1C(=O)Nc1cc(NC(=O)C2(C)CC2)ncc1F,6.993,0.458
8637,-8.213,COc1cccc(C(=O)Nc2ccnc(Nc3cc(C)ccn3)c2)c1F,7.773,0.473
